State;Year;C_CE_I;C_CE_I_R;Total Current Assets;Current Liabilities;Noncurrent Liabilities;Unrestricted Net Assets;Restricted Net Assets;Total Net Assets;Total Assets;Total Liabilities;Total Taxes;Total Revenue;Total Expenses;NonCurrent Liability;Change in Net Assets;Population;UAAL pension (risk-free);UAAL OPEB;Primary gov debt;Personal income;1.Cash_ratio;2.quick_ratio;3.current_ratio;4.op_ratio;5. surplus_percap;6.net_asst_ratio;7.long_term_liab;8.lt_percapita;9.tax_income_ratio;10.rev_income_ratio;11.exp_income_ratio;12. pension_income_ratio;13. opeb_income_ratio;cashrank;Lrrank;budgetrank;servicelvlrank;trustrank;overallrank
Kentucky;2012;3726076.2800417976;6715323.928944618;7903897.596656217;4267770.114942529;16291955.067920586;-11228385.579937305;1547573.6677115988;11166267.50261233;31725992.685475446;20559725.182863116;10760954022.988506;23430809822.361546;24260848484.848484;16291955067.920586;-830038662.4869384;4384799;93844762563.24202;7916220288.401255;8651287356.32184;163006188087.7743;0.8730733333072168;1.573497106939428;1.851997034466008;0.9657869071230003;-189.29913605776193;-0.3051381877377064;0.5135207345420352;3715.553453629365;0.06601561664146169;0.1437418425473805;0.14883391096652535;0.5757128834440888;0.04856392497282735;36;44;46;39;44;46
Louisiana;2012;9310151.515151516;12597344.827586208;16577913.27063741;5928349.007314525;11654732.49738767;-3001673.9811912226;5663358.411703239;14853039.70741902;32436121.212121215;17583081.504702196;8403687565.308255;26656597701.149426;27413166144.200626;11654732497.38767;-756568443.0512017;4603429;92790115289.06856;7381417972.831766;12979663531.870428;192504498432.6019;1.5704459207216799;2.1249330651827907;2.796379438893227;0.9724012746622754;-164.34888928474876;0.08205927006825214;0.35931338464206863;2531.750244738796;0.043654499680434666;0.13847259631952039;0.14240273015645036;0.48201530896461353;0.03834413238616389;19;31;42;25;41;27
Maine;2012;825635.3187042843;1511582.027168234;2132750.26123302;1527136.8861024035;1356587.2518286312;-680072.1003134797;867751.3061650993;4953760.710553815;7837484.848484849;2883724.1379310344;3628618599.7910137;8150991640.5433655;8063855799.373041;1356587251.8286312;87135841.17032394;1328895;19134302070.749157;1950805642.633229;1118e6;55253507836.9906;0.5406426406289557;0.9898143649886758;1.396567839230364;1.0108057290877026;65.57014750625439;0.023946356449786568;0.1730896171481452;1020.8385552121358;0.06567218520308606;0.14751989438553828;0.1459428752136987;0.3463002227333575;0.035306457797910556;46;17;33;40;24;40
Maryland;2012;2973012.539184953;7209801.4629049115;8369956.112852665;5881933.1243469175;23892946.708463952;-8535123.301985372;2559038.6624869383;10832318.704284223;40607198.53709509;29774879.832810868;19182863113.8976;35328108672.936264;36360907001.04494;23892946708.46395;-1034012539.184953;5889651;104766156558.40448;9792368861.0240345;17245037617.55486;328275647857.8892;0.5054482049241341;1.225753729341394;1.422994096652875;0.9715959140381456;-175.56431428363973;-0.14716810946805942;0.5883919001858131;4056.76783029486;0.058435230389681146;0.1076172079880559;0.11076333940184803;0.3191408112116736;0.029829714524737323;44;42;43;14;20;36
Massachusetts;2012;5672975.966562173;11611797.283176593;11713189.132706374;8452247.648902822;40269016.71891327;-25011343.78265413;3169885.0574712646;-20256610.24033438;28464654.127481714;48721264.36781609;22365126436.78161;53855179728.317665;54804123301.985374;40269016718.91327;-948943573.6677116;6658008;125013003950.54655;17031243469.174505;22892040752.351097;397894557993.7304;0.6711795728439851;1.3738117676525854;1.3858076122777652;0.9826848142713865;-142.5266496627387;-0.767318605993376;1.4147024776259207;6048.207920283855;0.056208676362781554;0.13535038026121043;0.13773529243103877;0.3141862622622659;0.042803408910766914;40;47;40;29;18;45
Michigan;2012;5373656.217345873;9550122.257053291;12540473.354231976;6263528.735632184;13867375.13061651;-5583848.484848485;4880773.249738767;18313357.36677116;38444261.23301986;20130903.866248693;25903552769.07001;58643260188.087776;54171816091.954025;13867375130.61651;4492685475.444097;9887238;159652947245.61115;23580954022.988506;8122257053.291536;399819291536.0502;0.8579279259590568;1.5247191575452057;2.0021419049123677;1.0825418902062225;454.39236675036;-0.018288171304637925;0.3607137888946034;1402.5529809858435;0.06478815134095246;0.1466744137402388;0.1354907510436363;0.3993127661055241;0.05897903008229982;34;30;6;35;33;33
Minnesota;2012;8648701.149425287;13449121.212121213;13575059.561128527;7396318.704284222;8952014.629049113;-2964715.7784743994;5014077.324973877;13707547.544409614;30055880.877742946;16348333.333333334;20141524555.903866;35122109717.86834;34084312434.691746;8952014629.049112;1037797283.1765935;5380285;109292863892.55434;681180773.2497388;7875675026.123302;265434199582.0272;1.1693251055306255;1.818353393064442;1.8353805594214525;1.0304479453756064;192.88890517446447;0.06818504354723723;0.29784569167887137;1663.8550985773268;0.0758814221664738;0.13231945910954307;0.1284096491272168;0.4117512515894906;0.002566288648269054;31;24;29;31;30;34
Mississippi;2012;4478621.734587252;5292416.927899687;5920380.355276907;2051525.6008359457;5894196.44723093;-3034634.2737722048;4371878.787878788;14793196.447230931;22678192.267502613;7945722.048066876;6542646812.957158;17512988505.747128;16874137931.034483;5894196447.23093;638850574.7126437;2984945;62290274890.156685;694606060.6060606;5447724137.931035;102679707419.01776;2.183068898951261;2.579746957943473;2.8858427859074727;1.0378597459214605;214.024236531207;0.05896609828212927;0.259905920970482;1974.6415586320452;0.06371898574133807;0.1705593923663973;0.16433761212596862;0.6066464003053793;0.006764784182443137;16;27;21;41;47;30
Missouri;2012;4219194.357366771;7874602.925809823;8077626.95924765;2595982.23615465;7656621.734587252;-2300789.968652038;4087843.260188088;30962942.528735634;41215546.499477535;10252603.970741902;10141043887.147335;26653777429.467087;26355501567.39812;7656621734.587252;297916405.4336468;6025415;95765732175.06273;3430350052.246604;4560706374.085685;250909166144.20062;1.6252785934377334;3.033380897657541;3.1115879171857483;1.0113174041217237;49.443300657904366;0.04335871881642291;0.18577023441104465;1270.7210598087024;0.04041719177895299;0.10622879123574476;0.10504001098250546;0.3816749050930446;0.013671680891383374;17;20;34;7;28;17
Montana;2012;4225642.63322884;5098605.015673981;5571257.053291536;1237852.6645768026;1066263.3228840125;878489.0282131662;2617594.566353187;8245261.233019854;10549377.22048067;2304115.9874608153;2229236154.6499476;5956822361.546499;5518706374.085685;1066263322.8840126;438115987.4608151;1005196;20332969547.171185;467194357.36677116;335058516.19644725;41825914315.56949;3.413687875910098;4.118911047799937;4.500743273187718;1.079387442955488;435.8513040847905;0.3314018943013073;0.101073580041669;1060.751657272823;0.053297965893363046;0.14241941769887628;0.1319446679024868;0.48613329510892095;0.011169973568105847;4;9;8;28;40;11
Nebraska;2012;3822686.5203761756;5151589.34169279;5172502.612330198;1554788.9237199582;233438.87147335423;1026922.6750261233;2599791.013584117;12035084.639498433;13823312.434691746;1788227.7951933125;4436781609.195402;8439916405.433647;8141435736.677116;233438871.47335425;317659352.14211076;1855725;18177672804.30841;0;42025078.369905956;89326357366.77116;2.45865304418949;3.313368948736267;3.326819823204405;1.0366619203799494;171.17803130426694;0.26236212960856187;0.01688733236525156;125.79389266909388;0.049669344412849155;0.09448405436236049;0.09114259191437352;0.20349730292562437;0;10;1;25;6;4;1
Nevada;2012;2977710.5538140023;5384058.516196447;5443802.507836991;2120686.5203761756;4482432.601880878;-630602.9258098224;1294131.6614420062;4864388.714733543;11467507.836990597;6603119.122257054;4302024033.437827;9784141065.83072;9415765935.21421;4482432601.8808775;375381400.2089864;2752565;66099957730.465385;1234574712.6436782;3577287356.3218393;112779522466.03972;1.4041257513561243;2.538828093857739;2.5670000990393187;1.0391232251471776;136.3751265488686;0.0578616335008595;0.3908811457204286;1628.4565857230903;0.03814543579693962;0.08675458852715866;0.08348825858922658;0.5860989325466374;0.010946798546832247;21;28;26;2;45;14
New Hampshire;2012;927218.3908045978;1598417.972831766;1669916.4054336469;750060.6060606061;2338332.288401254;-748205.8516196448;826857.8892371996;2589246.603970742;5677639.498432602;3088392.89446186;1935406478.5788925;6258761755.485893;6005247648.902822;2338332288.401254;179194357.36677116;1321182;18523066226.35717;1940140020.8986416;1619222570.5329154;71558943573.66771;1.2361912934935246;2.1310517575730556;2.226375298129862;1.0422154291387784;135.63184887984485;0.01385294674648997;0.4118493766726094;1769.879008646238;0.027046325475535444;0.08746302618403935;0.08392029492051689;0.25885047069327183;0.02711247433245472;25;33;23;1;10;8
New Jersey;2012;4526492.394984326;12046121.41170324;12409615.12016719;6582171.070010452;73506999.02089864;-53696509.66248694;3707836.9905956113;-42473273.205851614;37591173.38871473;80089170.0909091;27864472309.299896;57250679205.85162;63982899826.541275;73506999020.89865;-6732178753.396029;8873211;229123814823.52692;62776071055.3814;40537718913.27064;512655106583.07214;0.6876898741826744;1.830113694034408;1.885337677822993;0.8947809392987686;-758.7082909891391;-1.329798145830118;1.9554324165620809;8284.148660603094;0.054353252218672;0.11167484429724403;0.1248069101525146;0.44693559447924674;0.12245283476018391;35;50;50;17;38;49
New Mexico;2012;4310728.317659352;6577933.1243469175;6790448.275862069;2102439.916405434;4518257.053291536;1850846.394984326;7329459.770114942;17569154.649947755;24189851.619644724;6620696.96969697;5560645768.025079;16682472309.299896;16726236154.649948;4518257053.291536;-43763845.350052245;2083784;57952560273.53465;3853318704.2842216;3825301985.370951;77139788923.71996;2.0503455456788773;3.1287139637232952;3.229794213321339;0.9973835210177943;-21.00210259319212;0.37951064394474776;0.18678316528499217;2168.294340148276;0.07208531220540089;0.21626287214496318;0.21683020381595502;0.7512667727266056;0.0499524144160492;12;12;37;49;48;37
New York;2012;17100313.479623824;41610240.334378265;43265412.748171374;33307210.031347964;83073145.24555904;-47665621.73458725;4698014.629049112;26828631.138975967;142995820.27168235;116380355.27690701;66594566353.18704;159092998955.06793;160288401253.9185;83073145245.55904;-1415882967.6071055;19602769;372609373651.3284;72710363636.36363;60668756530.8255;1101003952978.0564;0.5134117647058823;1.249286274509804;1.2989803921568628;0.9925421784140395;-72.22872276906928;-0.30048155969805695;0.5809480660884053;4237.827076652235;0.06048531085929199;0.14449811785393174;0.1455838562798631;0.33842691721812074;0.06604005684057049;45;45;38;36;22;42
North Carolina;2012;4986781.609195403;9906843.260188088;10952105.538140021;7947098.223615466;11846634.273772206;-4609297.805642634;763259.1431556949;37001390.804597706;56795123.301985376;19793732.49738767;22857456635.318707;47938205851.619644;46266028213.166145;11846634273.772205;1675622779.5193312;9746175;103193617088.47472;24229680250.7837;9338551724.137932;393104021943.57367;0.6274971654907655;1.2465988190191328;1.3781263588255304;1.0361426667262015;171.9261945860126;-0.06771776235148157;0.20858541341274076;1215.5162690770692;0.05814607676183907;0.12194788955504687;0.11769411054208749;0.262509695470089;0.061636815952652954;41;23;27;22;12;26
North Dakota;2012;7469153.997910136;12414751.390804598;12523495.514106585;2754229.486938349;2692212.519331244;4799723.092998955;3828655.1724137934;11445080.459770115;16891521.421107627;5446442.006269593;4121295715.7784743;8586290491.118077;6296896551.724138;2692212519.3312435;2325690700.104493;702087;9872035237.633522;124660397.07419018;1912831765.9352143;41221743991.64055;2.711885132786441;4.507522503001396;4.547005096524447;1.3635749643635302;3312.5391868877978;0.5108111963574066;0.15938247670023717;3834.58534245933;0.09997868398324539;0.20829517773094006;0.15275667504511942;0.2394861129513466;0.0030241417514860693;5;11;2;46;8;5
Ohio;2012;32252304.07523511;45943850.57471265;47479482.758620694;11021888.192267504;39434962.38244514;-8894459.770114943;11979076.280041797;26297357.36677116;76692434.69174504;50456850.57471265;24216151515.151516;62929421107.628006;60501714733.54232;39434962382.445145;2427706374.0856843;11550839;383440968443.14154;15241640543.364681;19170893416.927902;486039533960.2926;2.9262049761911015;4.1684192193988086;4.307744909981061;1.0401262407979284;210.1757607465297;0.04022061005528195;0.5141962507899076;3414.0344595267184;0.04982341933759214;0.1294738734416799;0.12447899914759827;0.7889090118222092;0.03135884939065443;6;35;20;20;49;18
Oklahoma;2012;4459432.601880878;5607896.551724138;5994196.44723093;1904008.3594566353;2860148.380355277;1977560.0835945664;5287686.520376176;16958888.192267504;21723044.932079416;4764156.739811912;8794634273.772205;19025688610.240334;17537081504.702194;2860148380.355277;1556382445.1410658;3817054;56179335435.9429;4657262.277951933;2773353187.0428424;163923106583.0721;2.342128688528189;2.9453108878810363;3.148198597689744;1.084883400076518;407.74441366065713;0.33444881353818956;0.13166424823490397;749.3078118243225;0.05365097366133252;0.11606471477282915;0.10698358437841612;0.34271761075655693;2.841126168867322e-5;11;8;7;13;1;4
Oregon;2012;4707099.268547544;6657409.613375131;7539658.307210032;3100453.5005224664;12499505.747126438;2025378.2654127483;3813897.5966562177;16571985.370950889;32171891.327063743;15599959.247648904;9004543364.681295;24606374085.684433;23824313479.623825;12499505747.126438;782305120.1671891;3899116;91432589746.93266;408359456.6353187;11647445141.065832;159341309299.8955;1.518197021098474;2.1472373677764467;2.4317920929759156;1.032826154958441;200.63653406751408;0.18150241161472627;0.38852256524351625;3205.728105326037;0.05651104163913884;0.15442557986876393;0.14951749539590012;0.5738159812333902;0.0025627971706115916;23;26;28;37;43;32
Pennsylvania;2012;8902036.57262278;13650827.586206896;16624650.992685476;14688331.243469175;19301443.05120167;-7704967.607105538;3386624.86938349;23536898.641588297;57526672.93625914;33989774.29467085;31998213166.144203;73312434691.74504;73482793103.44827;19301443051.20167;-171432601.88087776;12771854;213579497506.50812;16995768025.078371;12542096133.751307;612175073145.2456;0.6060618068223961;0.929365450706078;1.1318270753239745;0.997681655738597;-13.422687252835631;-0.07506679106067667;0.33552162963757887;1511.2483317771778;0.05226970938516515;0.11975730131427749;0.12003558512421436;0.34888630209847493;0.02776292072422545;47;34;36;18;25;35
Rhode Island;2012;1021067.920585162;1698876.698014629;1958090.9090909092;1093758.6206896552;3276877.7429467086;-1592356.3218390804;587430.512016719;1260099.2685475445;5630735.6321839085;4370636.363636364;2951272727.2727275;7536618599.791014;7245089864.15883;3276877742.9467087;291528735.6321839;1052901;20319645529.239838;958017763.8453501;3023386624.869384;50785109717.86834;0.9335404551521075;1.5532464529910854;1.7902404351851056;1.0402381117554338;276.8814310482979;-0.1784714956387672;0.581962634547585;3112.237278667898;0.058112953652522;0.1484021328625645;0.1426616956113359;0.4001103008760564;0.01886414677781584;37;43;18;34;32;38
South Carolina;2012;6801880.877742947;8446916.405433647;10763769.07001045;4817587.251828631;7997840.12539185;2857863.113897597;4803365.726227796;22284359.45663532;35099786.8338558;12815427.377220482;9665616509.926855;28135523510.971786;26517818181.818184;7997840125.3918495;1638907001.0449321;4720760;72577422266.43822;10161063740.856844;7672437826.541275;173874413793.10345;1.4118853530179716;1.7533499579540395;2.2342655166078833;1.061004465678959;347.17015926353645;0.21826995350113318;0.2278600768503091;1694.1848612070619;0.05558964254181849;0.16181520269250652;0.15251133046735818;0.41741289407192195;0.05843909704246475;27;18;13;38;35;29
South Dakota;2012;1907525.6008359457;2759900.7314524557;2799059.561128527;458032.39289446187;608656.2173458725;709011.4942528736;1165367.816091954;5514969.696969697;6581658.307210032;1066688.6102403344;1391006269.5924766;3915721003.1347966;3673608150.4702196;608656217.3458725;242112852.6645768;834441;10503884257.258633;0;554921630.0940439;39272538140.0209;4.164608508978252;6.025557961112113;6.111051542534625;1.0659060092278994;665.0220088586777;0.2847883045358789;0.09247763845155951;729.4179185177532;0.03541931169900536;0.09970633904979162;0.0935413987599291;0.267461303871129;0;2;6;5;3;9;3
