State;Year;C_CE_I;C_CE_I_R;Total Current Assets;Current Liabilities;Noncurrent Liabilities;Unrestricted Net Assets;Restricted Net Assets;Total Net Assets;Total Assets;Total Liabilities;Total Taxes;Total Revenue;Total Expenses;NonCurrent Liability;Change in Net Assets;Population;UAAL pension (risk-free);UAAL OPEB;Primary gov debt;Personal income;1.Cash_ratio;2.quick_ratio;3.current_ratio;4.op_ratio;5. surplus_percap;6.net_asst_ratio;7.long_term_liab;8.lt_percapita;9.tax_income_ratio;10.rev_income_ratio;11.exp_income_ratio;12. pension_income_ratio;13. opeb_income_ratio;cashrank;Lrrank;budgetrank;servicelvlrank;trustrank;overallrank
Michigan;2011;3687363.9274279615;8032688.367129135;11053257.203842048;6100358.591248666;16729368.196371397;-8790621.13127001;3931178.2283884734;14118840.981856989;36948568.83671291;22829726.787620064;26537246531.483456;59483671291.355385;57847449306.29669;16729368196.371397;1667010672.358591;9876213;117056982705.42473;44058669156.88367;8263607257.203841;394202385272.14514;0.6044503568556951;1.3167567524067378;1.81190286415271;1.0282851189582285;168.79047387481327;-0.1315191103708755;0.4527744571191274;1693.9051634843636;0.0673188380460026;0.15089627438527473;0.14674555879807932;0.29694640894831775;0.11176662243295897;36;38;30;34;35;39
Minnesota;2011;7729442.902881537;12365898.612593383;12472592.315901814;7660266.8089647805;8359852.72145144;-2793066.168623266;4311572.038420491;12724758.804695837;28744878.335112058;16020119.53041622;19998464247.598717;36849175026.68089;35736959445.03735;8359852721.45144;1112215581.6435432;5348562;69653065975.60042;853064034.1515474;7723134471.718249;254683110992.52933;1.0090305071144257;1.614290849258882;1.6282190460135393;1.0311222778578604;207.94665587564342;0.05282700633115431;0.2908292957093447;1563.0094072858165;0.07852293059269774;0.14468637077297913;0.1403193140910142;0.2734891438390022;0.003349511598264443;31;24;29;36;28;35
Mississippi;2011;4434831.376734258;5165163.287086446;5864840.98185699;2143114.1942369263;5507405.549626467;-2593870.8644610457;4177059.7652081107;14504830.309498398;22122450.37353255;7650519.743863394;6319161152.614727;18505134471.71825;17490101387.406616;5507405549.626467;1015033084.3116328;2978162;44584094824.064095;696162219.8505869;5195971184.6318035;100935202774.81323;2.069339743379058;2.4101204224096633;2.736597516655064;1.058034716999553;340.82534271528306;0.0715648074248232;0.24895097318041967;1849.263253518938;0.06260611737921404;0.1833367741183744;0.17328048992408615;0.4417100634704361;0.006897120139578331;16;23;14;41;47;32
Missouri;2011;4903286.019210245;8842940.234791888;9224168.623265741;2758323.372465315;7981008.537886873;-1731267.8762006403;4653815.368196371;31365411.95304162;42104743.863393806;10739331.910352187;9963776947.705442;28309946638.207043;27289439701.173958;7981008537.886872;1020506937.0330843;6010717;67712450965.03425;3384977588.046958;4885438633.9381;244512392742.79614;1.777632770746463;3.205911360163804;3.3441215469313987;1.0373956720331339;169.7812319284179;0.06941135900215312;0.18955129055720543;1327.7964239352596;0.04074957852212584;0.11578123431962985;0.11160759336186228;0.276928503318281;0.013843787425562653;13;18;27;8;29;15
Montana;2011;4167217.7161152614;5081316.96905016;5558837.780149412;1187874.0661686233;1101405.5496264673;949163.2870864461;2616557.097118463;8041626.467449306;10330906.083244396;2289279.615795091;2154950907.1504803;6198356456.776947;5641755602.98826;1101405549.6264675;556600853.7886872;997821;13922581646.089111;477166488.79402345;379975453.57524014;40233167556.02988;3.5081308993942706;4.277656288464545;4.6796524467268865;1.0986573848562091;557.8163355839247;0.34515078885366296;0.1066126766376114;1103.8107532578163;0.05356155227274693;0.15406086155520654;0.14022648341399885;0.3460473656890206;0.0118600278769875;3;10;4;27;40;10
Nebraska;2011;3579658.48452508;4910182.49733191;5175099.252934898;1543584.8452508003;244462.11312700107;931020.2774813233;2510652.081109925;11968491.995731056;13756538.954108857;1788046.9583778013;4234078975.453575;8859124866.595516;8383558164.3543215;244462113.12700105;502016008.53788686;1842283;11745379280.593033;0;46454642.47598719;88213880469.58377;2.319055214579708;3.1810253336181904;3.3526496900104332;1.056726117111376;272.4966840262255;0.2501844664615496;0.017770611775426562;132.69520107768517;0.04799787689776882;0.10042778777485195;0.09503672346944289;0.13314661159977936;0;11;1;17;6;3;1
Nevada;2011;3181856.9903948773;5400219.85058698;5472901.81430096;2104937.0330843115;4821525.080042689;-891343.6499466382;1337148.3457844183;4584823.906083244;11511286.019210245;6926462.113127001;4225478121.664888;10277896478.121664;10231393810.032017;4821525080.042689;53585912.48665955;2718379;45835167786.48013;1010832443.9701173;3928974386.3393807;110201976520.8111;1.5116162338274708;2.5655018490858;2.6000311307562747;1.0045450960986422;19.712450871147677;0.03872761871208943;0.4188519920360279;1773.6765476935664;0.03834303390072979;0.093264175494899;0.09284219877943721;0.4159196525647105;0.009172543686448553;20;33;37;2;43;16
New Hampshire;2011;412155.8164354322;986419.423692636;1443879.4023479188;784942.3692636072;2156591.248665955;-379942.36926360725;762291.355389541;2461494.130202775;5403027.748132337;2941533.6179295625;1974655282.8175025;6498899679.829242;6720021344.717182;2156591248.665955;-221121664.88794023;1318473;13185707809.453571;2409626467.449306;1529019210.245464;69733013874.06616;0.5250778051668885;1.256677512029379;1.8394718630139595;0.9670950948598146;-167.7104232608026;0.07076568989639194;0.3991449515341511;1635.6734257477817;0.028317366095542883;0.09319688507320052;0.09636786037748428;0.189088454333355;0.03455503116215447;37;29;46;1;13;12
New Jersey;2011;6802455.871931696;14086248.527214514;14461499.313767342;6072885.696905018;69848251.86766274;-48123940.70330843;4149610.997865531;-36503978.00533618;39390575.14194237;75921137.56456776;28355816435.432228;59175773745.99786;65297355389.541084;69848251867.66275;-5588742796.15795;8841243;161521319385.10812;64116008537.88687;40615102454.64247;505595081109.9253;1.1201356671999436;2.3195313118429715;2.3813224940389532;0.9062506956518527;-632.1218403518544;-1.1163667843635985;1.7732224425758538;7900.2750934074265;0.05608404332807814;0.11704183042305352;0.1291495068468522;0.3194677429031208;0.12681295948752896;25;49;50;20;38;44
New Mexico;2011;3664667.0224119527;5996515.474919957;6122676.627534685;2650319.1035218784;4324569.903948773;1143722.5186766274;8179422.625400213;18034175.026680894;25009064.034151547;6974889.007470651;5513525080.042689;18312489861.25934;17121453575.240128;4324569903.948772;1191036286.01921;2077756;39127596398.0947;3571763073.639274;4222172892.209178;77028282817.50267;1.3827267129992602;2.262563578457961;2.310165828484035;1.0695639701842607;573.2320282166002;0.3727906462771043;0.17292010200954677;2081.365619422479;0.07157793057785633;0.23773722055632146;0.22227489629756778;0.507964022653819;0.046369501473914256;24;13;8;49;48;41
New York;2011;16465314.834578441;44001067.235859126;45475987.19316969;36513340.44823906;79689434.36499466;-45779082.17716115;4399146.2113127;28847385.27214514;144889007.470651;116202774.81323372;65979722518.67662;167983991462.11313;168573105656.35004;79689434364.99466;-1050160085.3788687;19519529;232726319917.74792;78169754535.7524;59899679829.242256;1058006731056.5635;0.450939701283138;1.2050682489112325;1.2454622511910678;0.9965052895481568;-53.80048285892906;-0.28559748381346634;0.5500033146485368;4082.549039220908;0.062362289938162216;0.15877402905968122;0.15933084422629987;0.21996676683270158;0.0738839860287933;45;45;41;38;18;47
North Carolina;2011;5079102.454642476;9970959.445037352;10914356.456776947;7330501.600853789;12013504.802561365;-4856739.594450373;781463.1803628601;36174017.075773746;55518023.4791889;19344006.403415155;23153854855.923157;49863445037.35325;47663910352.18783;12013504802.561365;2202937033.0843115;9650963;63965066665.15096;31713553895.410885;9053735325.506937;375677181430.096;0.6928724296371355;1.3602015234368177;1.4888962653668536;1.0461467527299606;228.26085159422033;-0.07340456591750143;0.21638927414382222;1244.7985556012768;0.06163231625562944;0.13272950155646218;0.12687464852335428;0.17026604176930354;0.08441703532454757;38;25;19;24;9;24
North Dakota;2011;5297452.856990394;9931643.517609391;10045356.67769477;2301403.749199573;2678927.6958377804;3686042.256136606;3119223.4258271083;9309577.862326574;14289909.307363926;4980331.445037353;3048514407.6840982;7510345784.418356;5735394877.267876;2678927695.83778;1787687299.8932762;685476;6566335312.738426;127854855.923159;2031720384.204909;35545958377.80149;2.3018355031501296;4.315472033563694;4.3648823815415;1.309473182776911;2607.9502417200256;0.4762287524425925;0.18746988789195923;3908.1276307817925;0.08576261681519044;0.21128550550232397;0.16135153302969146;0.18472804257935307;0.0035968886972816737;7;12;3;45;11;13
Ohio;2011;30418901.814300958;44226113.12700106;46671207.043756664;11313226.254002133;40823960.51227321;-10746891.141942369;10353796.157950906;24379141.942369264;76477152.61472785;52137186.76627535;23891282817.502666;66245057630.73639;63425089647.812164;40823960512.27321;2819967982.9242263;11544824;275492263164.58374;31296448239.06083;18763623265.741726;478249644610.45886;2.6887910779243946;3.9092396929086224;4.125366716434792;1.0444613953024424;244.26253556782035;-0.005140031637576429;0.5338059684038419;3536.126710313921;0.04995567291422131;0.13851564423993232;0.13261920915690967;0.5760427974577506;0.06543956402634074;8;37;20;22;49;20
Oklahoma;2011;3729672.3585912483;4654522.945570971;5262425.827107791;2067383.1376734257;2892597.6520811096;1475900.7470651013;4819001.067235859;15591200.640341515;20551181.43009605;4959980.789754535;8039946638.207044;19021310565.635006;17979237993.596584;2892597652.0811095;1107961579.5090714;3786274;38595493067.808395;3151547.491995731;2781863393.810032;155406678762.0064;1.8040547446800383;2.2514080050053225;2.545452621341381;1.057959774068821;292.6258320208922;0.3063036466157819;0.14075091799078096;763.9694465009953;0.051734884898477336;0.12239699552916067;0.11569154000858889;0.2483515726303789;2.027935682752791e-5;19;9;15;15;1;4
Oregon;2011;4935776.947705443;6842398.078975453;8855281.750266809;4431871.931696905;13127013.874066168;2686060.83244397;3472123.7993596583;16087014.941302028;33649026.680896476;17558885.805763073;8581416221.985058;25764140875.133404;24310901814.30096;13127013874.066168;1453233724.6531482;3868031;68118440681.87779;433404482.3906083;12377105656.350052;154357012806.8303;1.1137002656607902;1.5439069956057123;1.9980906232721936;1.0597772584469727;375.70374297753773;0.1830122663042675;0.3901157082061679;3393.7199247023013;0.05559459894915335;0.16691266827880294;0.15749787698162296;0.4413044761829153;0.002807805583365307;29;28;12;35;45;37
Pennsylvania;2011;12595805.763073638;16689848.452508003;19841967.982924227;15769071.50480256;17680872.998932764;-7173887.9402347915;4241358.591248666;24214378.868729986;57664323.37246531;33449944.503735323;31737437566.70224;77694770544.29028;77263859124.8666;17680872998.932762;373405549.6264674;12744293;146113826197.61905;17381180362.86019;11246101387.406616;598732232657.4172;0.7987664815418913;1.0583913230037048;1.2582838486642185;1.005577140778424;29.29982460592105;-0.050855176606241205;0.30661719352412226;1387.3561286556078;0.05300773172982283;0.12976547161900617;0.1290457652195175;0.24403868411945429;0.02902997269032175;43;32;36;21;25;30
Rhode Island;2011;781808.9647812166;1443146.2113127;1758226.2540021343;1026305.2294557097;3366e3;-1706200.6403415154;505642.4759871931;989244.3970117396;5381549.626467449;4392305.229455709;2844363927.4279613;7624914621.131269;7475004268.943436;3366e6;149910352.1878335;1052451;14491487219.262796;916474919.9573106;3090091782.2838845;49776515474.91995;0.7617704191138546;1.4061569306024657;1.713161156681031;1.02005488516049;142.43927003521637;-0.22308781813508824;0.6254704004670688;3198.248659557547;0.057142688681394396;0.1531829729016107;0.15017130463279896;0.2911310098949047;0.018411793417300957;34;43;33;32;33;42
South Carolina;2011;6086489.8612593375;7844504.802561366;10350458.911419423;5125438.6339381;8673011.73959445;1565813.233724653;5033824.973319103;20895419.423692636;34693869.797225185;13798450.37353255;9268685165.421558;30256459978.65528;28525784418.356457;8673011739.59445;1807659551.7609391;4672637;52480999419.44834;10822314834.578442;8456304162.219851;168573068303.09497;1.1875061425879994;1.5305040920047241;2.0194289017302527;1.0606705685956572;386.8606852535172;0.19022490848142848;0.24998686483478177;1856.1278651850016;0.054983190723896826;0.1794857285521674;0.16921910899235099;0.31132493433107195;0.06419954826425701;28;20;11;39;36;34
South Dakota;2011;1854712.9135538952;2688483.4578441833;2726930.629669157;422084.3116328708;568223.0522945571;633814.3009605122;1223465.3148345784;5384695.837780149;6375003.201707577;990307.3639274279;1304038420.4909284;4183753468.516542;3848901814.30096;568223052.2945571;334851654.2155816;824398;5902823176.367664;0;516573105.65635;39265205976.520805;4.394176382388563;6.369541306672938;6.460630150217576;1.0869992715770012;406.1771792454393;0.2913378326300462;0.0891329830457741;689.2581644964654;0.03321104239898033;0.10655116570681629;0.09802321721175909;0.15033215870298355;0;2;6;7;3;5;3
Tennessee;2011;4510450.37353255;8116987.19316969;8271739.594450373;1818003.2017075773;2878362.8601921024;1584518.6766275347;2775278.548559231;30343247.598719314;35039613.660619;4696366.06189968;12133657417.28922;31584532550.693703;30008697972.251865;2878362860.1921024;1576026680.896478;6397634;35292402122.502884;2216622198.50587;2117319103.5218782;255745713980.78973;2.4809914357114806;4.464781572191804;4.549903755219496;1.0525125941784932;246.34523964585625;0.12442480865839968;0.08214596450950865;449.91052320156206;0.047444225861789556;0.1234997531691427;0.11733802887701945;0.13799801988139618;0.008667289723073797;6;4;18;12;4;5
Texas;2011;23483669.15688367;35962801.4941302;41652917.82283884;27039052.294557095;50999262.540021345;12632980.789754534;60181246.53148346;148758713.98078975;226182578.44183564;78038314.83457844;42328267876.20064;140435670224.11954;133059115261.47278;50999262540.02134;7630701173.959445;25646389;227437558985.65216;62240578948.772675;44705442902.88153;1117414131270.0105;0.868509328694589;1.3300318776841686;1.5404725494474334;1.0554381783476552;297.5351100679103;0.32192677182678175;0.22547829674307185;1988.5552909620665;0.03788055537483845;0.12567916074634358;0.11907770945248636;0.20353918267272605;0.05570054754724856;35;14;16;9;14;17
Utah;2011;3307068.3030949836;8326869.797225187;8535113.127001068;1632499.4663820704;5816192.102454642;2176924.226254002;3894847.385272145;19334792.95624333;26783484.52508004;7448691.568836712;5547268943.4365;12294338313.767342;11244080042.689434;5816192102.454642;1050258271.0779082;2816124;27541827935.779877;426216648.87940234;5931696905.016008;101300618996.7983;2.0257699136797127;5.100687607377364;5.22824864740477;1.0934054424275248;372.94461148653545;0.22669834486399792;0.21715591550488372;2065.31818288351;0.05476046443123735;0.12136488834442283;0.1109971504028501;0.2718821287424745;0.004207443677050713;4;17;6;13;27;8
Vermont;2011;695753.696905016;1055329.7491995732;1065613.9124866596;454345.51440768404;1305504.160085379;-546003.7257203842;524190.07363927417;1695183.8751334043;3455033.5496264673;1759849.6744930628;2733921927.4279613;5664034151.547492;5382579509.071505;1305504160.085379;281376734.25827104;626730;3501851049.6251698;1898194236.9263606;548469583.7780149;29050297758.804695;1.5313317174750767;2.3227471510869284;2.3453822667884525;1.0522899182448933;448.96005338546274;-0.006313586183111972;0.37785571148115776;2083.0407992044084;0.09410994510716683;0.19497335960457793;0.18528483094257195;0.12054441158228105;0.06534164478059601;23;34;13;48;2;27
Virginia;2011;8522122.7321238;11704566.702241195;12049762.006403415;6696262.540021344;10803369.263607256;-1628579.5090715047;1267267.8762006403;19227724.653148346;36727356.45677695;17499631.8036286;19049766275.34685;37861923159.01814;36435059765.20811;10803369263.607256;1426863393.810032;8110035;77715472498.4351;5425827107.790821;6416251867.662753;411542594450.37354;1.2726685492377117;1.747925298968921;1.7994757425333872;1.0391618238862488;175.93800690256356;-0.009837670546642217;0.29415047272246064;1332.0989691915331;0.046288686838815166;0.0920000108605618;0.08853290098408437;0.1888394386059267;0.013184120382574648;26;27;24;4;12;14
Washington;2011;10944135.538954109;17101463.180362858;22093521.87833511;11189234.791889006;48983316.969050154;-9073248.665955175;8586511.20597652;20261198.505869795;80433750.26680896;60172551.760939166;17437839914.62113;48615795090.71504;45471546424.75987;48983316969.050156;2979836712.9135537;6822520;53025371958.729546;10084612593.383137;6416251867.662753;321843791889.00745;0.978095083578676;1.528385407799252;1.9745337629656803;1.069147607969697;436.7648189984864;-0.006051408250443195;0.6089895946237279;7179.651649104753;0.054181066573547036;0.15105400916815234;0.14128452240098327;0.16475499386676418;0.03133387328738957;30;40;9;28;8;25
West Virginia;2011;5446254.002134471;6412297.758804696;7184851.654215581;2532742.7961579505;5146699.039487726;830804.6958377801;2244773.745997865;11928416.221985059;19607858.057630736;7679441.8356456775;5120287086.446104;13026685165.421556;12235191035.218782;5146699039.487726;791494130.2027748;1854972;18686314484.09953;3595692636.0725718;2554532550.693703;67308429028.81536;2.150338364557261;2.5317603384488323;2.8367869272452997;1.0646899691164995;426.6879123796881;0.1568543811769757;0.26248145128145706;2774.5427098024807;0.07607200406139418;0.19353720408248887;0.18177799143077286;0.2776222050302161;0.05342113443968841;15;22;10;44;30;31
Wisconsin;2011;4641992.529348986;11554105.656350052;12221565.635005336;9904217.71611526;14669772.678762006;-10852357.524012806;4640160.0853788685;13546664.887940234;38009709.711846314;24573990.394877266;14993947705.442902;38245357524.0128;37245133404.48239;14669772678.762005;1024065101.3874066;5709640;56560924488.54786;1017193169.6905016;13868780149.41302;248307706510.13873;0.46868845802894143;1.1665843772345836;1.2339758661725997;1.0268551627582583;179.35721015465185;-0.1634371187185839;0.38594803248891807;2569.2990589182514;0.06038454430664511;0.1540240456550276;0.14999588183527288;0.22778561843080938;0.004096502617605902;46;41;31;33;20;40
Wyoming;2011;17873587.717182495;20048919.263607256;20745018.661686234;5012726.46638207;1505738.4300960512;4575371.457844183;9689942.096051227;15180870.239060832;21699335.135538954;6518464.896478121;2938365780.1494126;6803408705.442903;4672446388.473852;1505738430.0960512;2130962316.96905;567725;8815137080.452137;233440399.1462113;40573656.35005336;29981056563.50053;3.5656419389831058;3.9996036883451858;4.138470112186059;1.4560699342052976;3753.5115011124226;0.6574078636414912;0.06939099381114068;2652.232031522394;0.09800741257820217;0.22692358059607187;0.15584662196869242;0.2940235632383897;0.007786263257660031;5;5;2;46;34;7
Average;2011;8534227.799018139;12614494.475368196;14110254.573874062;6859941.059914622;18376904.21681963;-7672201.521451441;6270229.897502666;16169566.953489864;41399551.68382072;25260163.334365;15184040716.79829;37932492229.605125;37181512385.61366;18346646799.530407;786044484.0768409;6220857.62;74628599490.99095;13368760117.3746;12598829018.484524;281592831184.6318;1.6351422629529302;2.404536394006234;2.6441308938990193;1.0599731926870548;564.1246865469666;0.01610533403294705;0.39231328181627406;2642.7525503051984;0.059149856497905356;0.15202159130975562;0.14082594073930518;0.278791242213126;0.043219454571094704;25.5;25.5;25.5;25.5;25.5;25.5
Alabama;2012;6317152.560083595;7427351.097178684;8325748.171368862;2194379.310344828;2813237.1995820273;-1704956.1128526647;6092499.477533961;25729196.44723093;30736812.957157787;5007616.509926855;7963115987.460815;22378501567.39812;21919907001.044933;2813237199.5820274;458636363.6363636;4815960;74928180555.97662;11615634231.974922;1855973876.6980147;178559422152.5601;2.878787878787879;3.3847161528384717;3.794124439707984;1.0209213737234983;95.2325940490294;0.14274555305381958;0.0915266395219059;584.148788524412;0.04459644801413603;0.1253280353264028;0.12275973307259416;0.4196260250660894;0.0650519255267896;9;7;31;16;36;13
Alaska;2012;66973137.93103448;68855968.65203762;69483562.17345873;5527578.892371996;2501653.0825496344;24808798.328108676;41588296.76071055;73273414.83803552;81302646.81295717;8029231.974921631;7509926854.754441;14626959247.648903;10603364681.295715;2501653082.5496345;4022988505.7471266;731089;39485104500.089005;8239488690.700105;2084839080.4597702;40220166144.20063;12.11617947659811;12.456804324775566;12.570342916198872;1.3794639425587982;5502.734285083111;0.8166658490414307;0.03076963888155911;3421.8174292728168;0.18672043342211062;0.3636722731379859;0.26363304028331624;0.9817240525194196;0.2048596383505532;1;2;1;50;50;2
Arizona;2012;4239448.275862069;5633406.478578893;6718177.6384535;5253281.086729363;11236982.236154651;-2656050.156739812;6109101.358411703;22704804.59770115;39195067.92058516;16490263.322884014;13072729362.591433;32245131661.44201;30236799373.040752;11236982236.15465;2011749216.3009405;6549634;88166739373.92332;620768859.9791014;10664752351.09718;246834174503.65726;0.8070096014035115;1.07235961403432;1.2788536397613872;1.0664201347379343;307.1544480654859;0.08809912534577741;0.2866937814452163;1715.6656747773463;0.052961586007604214;0.13063479449829685;0.12249843213097197;0.3571901644138704;0.002514922665094349;42;22;12;24;23;28
Arkansas;2012;4567499.477533961;5798443.051201672;6128573.667711599;2078437.8265412748;5304484.848484849;1196750.2612330199;2244759.6656217347;15481475.444096135;22864398.11912226;7382922.675026123;7542732497.3876705;19162621734.587254;19553029258.098225;5304484848.484849;24556948.79832811;2950685;41249408721.73011;2246734587.2518287;2929639498.432602;111457175548.58934;2.1975636794172138;2.789808276753148;2.9486442122303695;0.9800333995128004;8.322456920453423;0.15051828213122764;0.23199757198281687;1797.713022055844;0.0676738169638925;0.17192811176372738;0.17543086985524906;0.37009199738555715;0.020157828118229797;15;21;39;44;26;31
California;2012;30052804.59770115;48483482.758620694;63407606.06060606;55033185.997910134;170051613.37513062;-132961966.56217347;30788923.719958205;-16144918.495297806;208939880.87774295;225084799.37304077;108940438871.47336;228425287356.32184;235670449320.79416;170051613375.13062;-7245559038.662487;38011074;920844467710.2039;81632615464.99478;125058124346.91745;1921177807732.4976;0.5460851312304977;0.8809862972582003;1.1521703661317;0.969257231929786;-190.61705645734943;-0.48900689716579193;0.8138781962579608;4473.738715594582;0.056705026694042523;0.11889856651317696;0.12266977495380721;0.4793124634294241;0.04249092152555262;48;46;44;21;39;43
Colorado;2012;4328728.317659352;6061008.359456636;6797136.8861024035;3393135.841170324;7348497.387669802;3641852.664576803;3490037.6175548593;21232039.70741902;31968443.05120167;10741633.228840126;9563126436.78161;27079153605.015675;25959869383.490074;7348497387.669802;1119905956.1128528;5189867;106927685081.58427;1965470811.9122257;6394306165.099269;244520272727.27274;1.2757309227461797;1.786255736040953;2.0032021128155035;1.0431159419560656;215.78702423643085;0.22309157410978694;0.22986722800044454;1415.9317353739127;0.039109748775096063;0.11074400213522821;0.10616653209954735;0.43729578692580123;0.008038068950235575;29;15;19;8;37;20
Connecticut;2012;1569421.1076280042;4887560.083594566;5169752.351097179;4474850.574712643;30147249.738766983;-22530783.69905956;2877742.946708464;-11030107.62800418;23591992.685475446;34622100.313479625;15240334378.265413;29868338557.993732;30499743991.640545;30147249738.766983;-630094043.8871473;3593795;101318235819.63776;21894461859.979103;20357319749.2163;244212004179.72833;0.3507203383497975;1.0922286681960158;1.155290498483105;0.9792980087367333;-175.3283211444023;-0.833038608241457;1.27785940512466;8388.694886260062;0.062406163978119836;0.12230495654100634;0.12489043728249409;0.4148781963439946;0.08965350386243023;49;48;41;27;34;48
Delaware;2012;1946973.8766980148;2711405.433646813;2744769.0700104493;1201345.8725182863;5190509.926854755;-496557.99373040756;720783.6990595611;5247772.204806687;11639628.00417973;6391855.799373041;3840725182.863114;7622305120.16719;7994893416.9279;5190509926.854754;-372588296.7607106;916993;11485043901.348896;5895506792.0585165;1936098223.6154652;41749164054.33647;1.62066056182199;2.256973196206275;2.2847450786648205;0.953396714961601;-406.3153118515742;0.01926399239293862;0.44593434815879596;5660.359377721264;0.09199525954254836;0.1825738381311485;0.19149828740337313;0.2750963800473018;0.1412125709723319;22;37;48;47;14;41
Florida;2012;39943382.44514107;51135448.27586207;52224951.93312435;17203839.08045977;43701843.26018809;-13393925.809822362;1589864.1588296762;69140522.46603972;130046204.80668756;60905682.34064786;31841170323.928947;82471264367.8161;76935856844.30513;43701843260.18809;5513246603.970742;19344156;215217064159.69095;15897466039.70742;32006269592.47649;828739699059.5612;2.3217714521934245;2.9723277482839303;3.0356568489670295;1.0719483443813846;285.00838206488527;-0.09076821325573714;0.33604858615559335;2259.175497767289;0.03842119589548049;0.09951407475882112;0.0928347669740095;0.2596919930394494;0.01918270122421742;13;36;11;5;11;10
Georgia;2012;7187123.301985371;11853284.221525602;12262947.75339603;6936015.673981192;16627303.030303031;-3918015.6739811916;4624616.509926855;21200482.75862069;44763801.462904915;23563318.70428422;16692482758.62069;47080847439.916405;46789430512.01672;16627303030.30303;291416927.8996865;9914668;124983578693.18336;19058433391.84953;15985334378.265413;381902746081.5047;1.0362034401026732;1.7089471504498426;1.7680103866255021;1.0062282640483269;29.392504912891336;0.015785094492727858;0.37144528585405834;1677.040827822276;0.043708726710905144;0.1232796776744531;0.1225166118654487;0.3272654621512192;0.049903891991868864;33;32;35;15;21;24
Hawaii;2012;2932987.460815047;3749563.2183908047;4088464.99477534;2374584.117032393;10344008.359456636;-1823710.553814002;1981542.3197492163;4708247.648902821;17426840.12539185;12718592.476489028;5599396029.258099;9919012539.184954;10301884012.539185;10344008359.456636;-382871473.354232;1391820;34548484022.69023;14176422152.560083;7778258098.223616;64614514106.58308;1.2351583756403255;1.5790399638808226;1.7217604402596813;0.9628348103232175;-275.0869173845986;0.009056820674291078;0.5935676396310571;7432.001522795071;0.08665848697742694;0.15351059551145618;0.15943606718988862;0.534686122775786;0.21939996529534775;32;39;47;42;42;47
Idaho;2012;3501452.455590387;4500774.294670846;5590340.6478578895;1868964.4723093;1480166.144200627;818536.0501567399;3173168.2340647858;10246608.15047022;13595738.766980147;3349130.616509927;3198385579.937304;8421050156.739812;7935074190.177639;1480166144.200627;485975966.5621735;1595911;18848729855.27575;117056426.3322884;1489090909.0909092;57858251828.63114;1.8734719185239397;2.40816471439378;2.991143347390891;1.0612440356466653;304.513200649769;0.29359966035212026;0.10886985764947865;927.4741161635123;0.05527967885048653;0.14554622531081482;0.1371468016987504;0.32577427176858564;0.002023158713453611;18;10;14;30;17;21
Illinois;2012;11007773.249738768;20670497.3876698;25822154.649947755;26184500.52246604;70254708.46394984;-68501567.39811912;6083594.566353187;-46749086.72936259;49502962.38244514;96439208.9864159;37556948798.32811;72145245559.03867;74620455590.38663;70254708463.94984;-2474131661.4420066;12870798;356520486137.6765;54491749111.80773;34677695924.76489;614003305120.1672;0.42039271439583914;0.7894172879079637;0.9861618184311977;0.9668293363828397;-192.22830328329343;-1.2608936885340976;1.4192021059504054;5458.457856610744;0.06116733979302896;0.11749976744004505;0.12153103243602668;0.5806491319585023;0.08874829932901274;50;49;45;23;46;50
Indiana;2012;7802866.248693835;10768043.887147335;11001430.51201672;4585041.797283176;2948470.219435737;4868533.9602925815;903134.7962382445;18467831.765935216;26001343.78265413;7533512.016718914;15390133751.306166;31553187042.842216;31065495297.805645;2948470219.4357367;487660397.0741902;6537743;58980964719.98494;328878787.8787879;1264343782.6541276;265173419017.76385;1.701809185974564;2.3485159706783563;2.3994177149127656;1.0156988240606297;74.59155201943395;0.22197578728147077;0.11339683995112221;450.9920655241017;0.058037995694716245;0.1189907614410194;0.11715161878922932;0.2224241213107179;0.0012402404022884225;20;4;32;19;7;16
Iowa;2012;5755223.615464995;8375315.569487983;8535957.157784745;2787409.6133751306;4107593.521421108;1857587.2518286312;2530094.043887147;14660247.648902822;21555250.78369906;6895003.1347962385;7764897596.656218;20303343782.65413;19353226750.261234;4107593521.421108;951278996.8652039;3076310;11678332094.760107;526123301.985371;3635108672.9362593;136875641588.29677;2.0647211618447034;3.0046949430395147;3.062326081113351;1.0490934687353917;309.2272875182293;0.2035551031043405;0.19056115665921333;1335.23393982437;0.05672957954061665;0.14833423644306132;0.14139277467990322;0.08532074779153866;0.0038438051933877178;14;14;15;32;2;9
Kansas;2012;2147423.197492163;3954447.23092999;3990454.5454545454;2496262.2779519334;3616439.916405434;478872.5182863114;1457667.7115987462;11689675.026123302;17802377.22048067;6112702.194357367;7751475444.096134;14538565308.254965;13994265412.748173;3616439916.4054337;544299895.5067921;2885262;44908050119.60281;295283176.5935214;4768934169.278997;135101668756.53084;0.8602554372828258;1.5841473333380776;1.5985718250441727;1.0388944956704165;188.64834302978105;0.10877986719982391;0.2031436516379911;1253.4182047957634;0.057375127305534686;0.10761203353050491;0.10358321656239118;0.3324018906127091;0.0021856367823676302;38;19;22;10;19;22
